recipeId,slug,title,sourceName,visualType,visualConfidence,reviewStatus,status,targetFilename,imagePath,thumbnailPath,imagePrompt
lidl-azsiai-sult-kacsas-tesztasalata-mangoval-es-uborkaval,azsiai-sult-kacsas-tesztasalata-mangoval-es-uborkaval,Ázsiai sült kacsás tésztasaláta mangóval és uborkával,Lidl Konyha,pasta,high,needs-review,generated,azsiai-sult-kacsas-tesztasalata-mangoval-es-uborkaval.webp,/assets/recipes/images/azsiai-sult-kacsas-tesztasalata-mangoval-es-uborkaval.webp,/assets/recipes/images/thumbnails/azsiai-sult-kacsas-tesztasalata-mangoval-es-uborkaval.webp,"Recipe title: Ázsiai sült kacsás tésztasaláta mangóval és uborkával. Create a pasta plate with visible teszta, salatakeverek. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: teszta, salatakeverek. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-azsiai-zoldseges-piritott-teszta-szojaszosszal-sult-tojassal,azsiai-zoldseges-piritott-teszta-szojaszosszal-sult-tojassal,Ázsiai zöldséges pirított tészta szójaszósszal sült tojással,Lidl Konyha,pasta,high,needs-review,generated,azsiai-zoldseges-piritott-teszta-szojaszosszal-sult-tojassal.webp,/assets/recipes/images/azsiai-zoldseges-piritott-teszta-szojaszosszal-sult-tojassal.webp,/assets/recipes/images/thumbnails/azsiai-zoldseges-piritott-teszta-szojaszosszal-sult-tojassal.webp,"Recipe title: Ázsiai zöldséges pirított tészta szójaszósszal sült tojással. Create a pasta plate with visible teszta, vegyes zoldseg. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: teszta, vegyes zoldseg. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-bableves-kolbasszal-es-fustolt-hussal,bableves-kolbasszal-es-fustolt-hussal,Bableves kolbásszal és füstölt hússal,Lidl Konyha,soup,high,needs-review,generated,bableves-kolbasszal-es-fustolt-hussal.webp,/assets/recipes/images/bableves-kolbasszal-es-fustolt-hussal.webp,/assets/recipes/images/thumbnails/bableves-kolbasszal-es-fustolt-hussal.webp,"Recipe title: Bableves kolbásszal és füstölt hússal. Create a bowl of soup with visible zoldsegek, alaple. The dish must read visually as a bowl of soup served hot, with the broth or creamy texture clearly visible. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: zoldsegek, alaple. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-balatonszemesi-kovaszos-uborka-kremleves,balatonszemesi-kovaszos-uborka-kremleves,Balatonszemesi kovászos uborka krémleves,Lidl Konyha,soup,high,needs-review,generated,balatonszemesi-kovaszos-uborka-kremleves.webp,/assets/recipes/images/balatonszemesi-kovaszos-uborka-kremleves.webp,/assets/recipes/images/thumbnails/balatonszemesi-kovaszos-uborka-kremleves.webp,"Recipe title: Balatonszemesi kovászos uborka krémleves. Create a bowl of soup with visible zoldsegek, alaple. The dish must read visually as a bowl of soup served hot, with the broth or creamy texture clearly visible. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: zoldsegek, alaple. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-barna-alaple-csirke-alaple-keszitese,barna-alaple-csirke-alaple-keszitese,Barna alaplé / csirke alaplé készítése,Lidl Konyha,roasted-chicken,high,needs-review,generated,barna-alaple-csirke-alaple-keszitese.webp,/assets/recipes/images/barna-alaple-csirke-alaple-keszitese.webp,/assets/recipes/images/thumbnails/barna-alaple-csirke-alaple-keszitese.webp,"Recipe title: Barna alaplé / csirke alaplé készítése. Create a chicken main dish with visible csirkehus. The dish must read visually as a roasted or pan-cooked chicken main dish with visible chicken pieces. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: csirkehus. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-bbq-pulykaszarny-serpenyos-burgonyaval,bbq-pulykaszarny-serpenyos-burgonyaval,"BBQ pulykaszárny, serpenyős burgonyával",Lidl Konyha,roasted-potato,high,needs-review,generated,bbq-pulykaszarny-serpenyos-burgonyaval.webp,/assets/recipes/images/bbq-pulykaszarny-serpenyos-burgonyaval.webp,/assets/recipes/images/thumbnails/bbq-pulykaszarny-serpenyos-burgonyaval.webp,"Recipe title: BBQ pulykaszárny, serpenyős burgonyával. Create crispy roasted or fried potatoes with visible pulykamell. The dish must read visually as crispy roasted or fried potatoes on a plate, with golden edges and fluffy interior. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: pulykamell. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-bbq-sertesoldalas,bbq-sertesoldalas,BBQ sertésoldalas,Lidl Konyha,roasted-potato,high,needs-review,generated,bbq-sertesoldalas.webp,/assets/recipes/images/bbq-sertesoldalas.webp,/assets/recipes/images/thumbnails/bbq-sertesoldalas.webp,"Recipe title: BBQ sertésoldalas. Create crispy roasted or fried potatoes with visible serteshus. The dish must read visually as crispy roasted or fried potatoes on a plate, with golden edges and fluffy interior. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: serteshus. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-becsi-turos-palacsinta-recept-az-edessegek-kiralynoje,becsi-turos-palacsinta-recept-az-edessegek-kiralynoje,Bécsi túrós palacsinta recept - Az édességek királynője,Lidl Konyha,pancake-crepe,high,needs-review,generated,becsi-turos-palacsinta-recept-az-edessegek-kiralynoje.webp,/assets/recipes/images/becsi-turos-palacsinta-recept-az-edessegek-kiralynoje.webp,/assets/recipes/images/thumbnails/becsi-turos-palacsinta-recept-az-edessegek-kiralynoje.webp,"Recipe title: Bécsi túrós palacsinta recept - Az édességek királynője. Create thin pancakes or crepes on a ceramic plate with visible turo. The dish must read visually as thin pancakes or crepes folded or stacked on a plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: turo. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-birkacomb-navarin-modra,birkacomb-navarin-modra,Birkacomb Navarin módra,Lidl Konyha,vegetable-main,low,needs-review,generated,birkacomb-navarin-modra.webp,/assets/recipes/images/birkacomb-navarin-modra.webp,/assets/recipes/images/thumbnails/birkacomb-navarin-modra.webp,"Recipe title: Birkacomb Navarin módra. Create a vegetable-forward plated meal . The dish must read visually as a vegetable-forward homemade main dish on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-bodvalenkei-turokrem-friss-zoldsegekkel,bodvalenkei-turokrem-friss-zoldsegekkel,Bódvalenkei túrókrém friss zöldségekkel,Lidl Konyha,vegetable-main,low,approved,generated,bodvalenkei-turokrem-friss-zoldsegekkel.webp,/assets/recipes/images/bodvalenkei-turokrem-friss-zoldsegekkel.webp,/assets/recipes/images/thumbnails/bodvalenkei-turokrem-friss-zoldsegekkel.webp,"Recipe title: Bódvalenkei túrókrém friss zöldségekkel. Create a vegetable-forward plated meal with visible vegyes zoldseg, turo. The dish must read visually as a vegetable-forward homemade main dish on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: vegyes zoldseg, turo. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-bolognai-and-paradicsomos-spagetti-sofritoval,bolognai-es-paradicsomos-spagetti-sofritoval,Bolognai & paradicsomos spagetti sofritoval,Lidl Konyha,pasta,high,needs-review,generated,bolognai-es-paradicsomos-spagetti-sofritoval.webp,/assets/recipes/images/bolognai-es-paradicsomos-spagetti-sofritoval.webp,/assets/recipes/images/thumbnails/bolognai-es-paradicsomos-spagetti-sofritoval.webp,"Recipe title: Bolognai & paradicsomos spagetti sofritoval. Create a pasta plate with visible teszta, paradicsom. The dish must read visually as a plated pasta dish with sauce clearly coating the pasta. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: teszta, paradicsom. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-borscs-szabadtuzon-cserepedenyben,borscs-szabadtuzon-cserepedenyben,"Borscs szabadtűzőn, cserépedényben",Lidl Konyha,soup,high,needs-review,generated,borscs-szabadtuzon-cserepedenyben.webp,/assets/recipes/images/borscs-szabadtuzon-cserepedenyben.webp,/assets/recipes/images/thumbnails/borscs-szabadtuzon-cserepedenyben.webp,"Recipe title: Borscs szabadtűzőn, cserépedényben. Create a bowl of soup . The dish must read visually as a bowl of soup served hot, with the broth or creamy texture clearly visible. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-brownie-sos-karamellel-es-vanilia-fagylalttal,brownie-sos-karamellel-es-vanilia-fagylalttal,Brownie sós karamellel és vanília fagylalttal,Lidl Konyha,brownie,high,needs-review,generated,brownie-sos-karamellel-es-vanilia-fagylalttal.webp,/assets/recipes/images/brownie-sos-karamellel-es-vanilia-fagylalttal.webp,/assets/recipes/images/thumbnails/brownie-sos-karamellel-es-vanilia-fagylalttal.webp,"Recipe title: Brownie sós karamellel és vanília fagylalttal. Create a neat brownie or blondie square with rich dense crumb. The dish must read visually as a square brownie or blondie slice with dense crumb and clean cut edges. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-bulgurral-es-sult-zoldsegekkel-toltott-ketfele-kaposzta,bulgurral-es-sult-zoldsegekkel-toltott-ketfele-kaposzta,Bulgurral és sült zöldségekkel töltött kétféle káposzta,Lidl Konyha,vegetable-main,low,needs-review,generated,bulgurral-es-sult-zoldsegekkel-toltott-ketfele-kaposzta.webp,/assets/recipes/images/bulgurral-es-sult-zoldsegekkel-toltott-ketfele-kaposzta.webp,/assets/recipes/images/thumbnails/bulgurral-es-sult-zoldsegekkel-toltott-ketfele-kaposzta.webp,"Recipe title: Bulgurral és sült zöldségekkel töltött kétféle káposzta. Create a vegetable-forward plated meal with visible vegyes zoldseg, kaposzta. The dish must read visually as a vegetable-forward homemade main dish on a ceramic plate. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: vegyes zoldseg, kaposzta. No text, no watermark, no logo, no brand packaging, no people, no hands."
lidl-burgonyalepeny-olajos-heringgel-savanyitott-edes-kaposztaval-es-tejfollel,burgonyalepeny-olajos-heringgel-savanyitott-edes-kaposztaval-es-tejfollel,"Burgonyalepény olajos heringgel, savanyított édes káposztával és tejföllel",Lidl Konyha,roasted-potato,high,needs-review,generated,burgonyalepeny-olajos-heringgel-savanyitott-edes-kaposztaval-es-tejfollel.webp,/assets/recipes/images/burgonyalepeny-olajos-heringgel-savanyitott-edes-kaposztaval-es-tejfollel.webp,/assets/recipes/images/thumbnails/burgonyalepeny-olajos-heringgel-savanyitott-edes-kaposztaval-es-tejfollel.webp,"Recipe title: Burgonyalepény olajos heringgel, savanyított édes káposztával és tejföllel. Create crispy roasted or fried potatoes with visible burgonya, tejfol. The dish must read visually as crispy roasted or fried potatoes on a plate, with golden edges and fluffy interior. Style: realistic editorial food photography, warm natural daylight, cozy modern family kitchen, cream linen table, ceramic tableware, soft shadows, premium Family Flow look, clean composition. Camera: appetizing close-up or 3/4 tabletop framing with the food as the clear hero. Key ingredients: burgonya, tejfol. No text, no watermark, no logo, no brand packaging, no people, no hands."
